Gene name,chromosome,tss_loc,gene_symbol,gene_ensembl_id
MTND1P14,17,19602259,MTND1P14,ENSG00000227225
MTND1P15,17,22524738,MTND1P15,ENSG00000264168
MTND1P16,3,106901068,MTND1P16,ENSG00000239586
MTND1P17,22,16876421,MTND1P17,ENSG00000228122
MTND1P18,10,37601368,MTND1P18,ENSG00000225276
MTND1P19,4,92702345,MTND1P19,ENSG00000251449
MTND1P2,7,64112572,MTND1P2,ENSG00000235646
MTND1P20,10,69596436,MTND1P20,ENSG00000226794
MTND1P21,10,20804293,MTND1P21,ENSG00000235940
MTND1P22,4,155463823,MTND1P22,ENSG00000251407
MTND1P23,1,629062,MTND1P23,ENSG00000225972
MTND1P24,12,41700251,MTND1P24,ENSG00000257858
MTND1P26,2,131386314,MTND1P26,ENSG00000234576
MTND1P27,2,140221485,MTND1P27,ENSG00000223921
MTND1P28,2,117023918,MTND1P28,ENSG00000230158
MTND1P29,2,447000,MTND1P29,ENSG00000237722
MTND1P3,7,141804652,MTND1P3,ENSG00000239648
MTND1P30,X,55181277,MTND1P30,ENSG00000238047
MTND1P31,X,62842542,MTND1P31,ENSG00000235170
MTND1P32,X,102785667,MTND1P32,ENSG00000232282
MTND1P33,X,143433042,MTND1P33,ENSG00000235539
MTND1P34,1,47165920,MTND1P34,ENSG00000225514
MTND1P35,11,89908540,MTND1P35,ENSG00000255055
MTND1P36,11,103408376,MTND1P36,ENSG00000253245
MTND1P37,10,19747435,MTND1P37,ENSG00000283456
MTND1P4,7,57185788,MTND1P4,ENSG00000230764
MTND1P5,8,103085651,MTND1P5,ENSG00000253795
MTND1P6,8,33014081,MTND1P6,ENSG00000254346
MTND1P7,8,46828413,MTND1P7,ENSG00000282321
MTND1P8,16,3370906,MTND1P8,ENSG00000263177
MTND1P9,20,57358369,MTND1P9,ENSG00000228995
MTND2P11,9,109300186,MTND2P11,ENSG00000237124
MTND2P12,17,19603797,MTND2P12,ENSG00000228725
MTND2P13,17,22525899,MTND2P13,ENSG00000263914
MTND2P14,3,106902173,MTND2P14,ENSG00000240796
MTND2P15,10,69594932,MTND2P15,ENSG00000231152
MTND2P16,10,19747823,MTND2P16,ENSG00000230818
MTND2P17,12,41699182,MTND2P17,ENSG00000258239
MTND2P18,2,131385490,MTND2P18,ENSG00000234939
MTND2P19,2,140220368,MTND2P19,ENSG00000231567
MTND2P2,X,102786813,MTND2P2,ENSG00000229954
MTND2P20,2,155264823,MTND2P20,ENSG00000229701
MTND2P21,2,117025077,MTND2P21,ENSG00000230950
MTND2P22,2,449039,MTND2P22,ENSG00000231954
MTND2P23,2,211777206,MTND2P23,ENSG00000232631
MTND2P24,X,55179999,MTND2P24,ENSG00000231947
MTND2P25,X,62843697,MTND2P25,ENSG00000228182
MTND2P26,11,103407241,MTND2P26,ENSG00000254565
MTND2P28,1,629640,MTND2P28,ENSG00000225630
MTND2P29,1,50017092,MTND2P29,ENSG00000233595
MTND2P3,Y,8372241,MTND2P3,ENSG00000234850
MTND2P30,1,81080790,MTND2P30,ENSG00000227937
MTND2P31,4,14506480,MTND2P31,ENSG00000251252
MTND2P32,8,33015261,MTND2P32,ENSG00000254090
MTND2P33,4,155462663,MTND2P33,ENSG00000248907
MTND2P38,8,46827894,MTND2P38,ENSG00000253828
MTND2P39,X,143434517,MTND2P39,ENSG00000230130
MTND2P4,7,64111550,MTND2P4,ENSG00000230252
MTND2P40,19,12502675,MTND2P40,ENSG00000236483
MTND2P41,4,68050478,MTND2P41,ENSG00000283131
MTND2P5,7,141803487,MTND2P5,ENSG00000224354
MTND2P6,7,57186412,MTND2P6,ENSG00000237309
MTND2P7,8,133754811,MTND2P7,ENSG00000253970
MTND2P8,9,78742744,MTND2P8,ENSG00000237257
MTND2P9,9,80565962,MTND2P9,ENSG00000225901
MTND3P1,13,22113338,MTND3P1,ENSG00000226118
MTND3P10,2,120212935,MTND3P10,ENSG00000233286
MTND3P12,15,58150635,MTND3P12,ENSG00000259626
MTND3P13,16,10723766,MTND3P13,ENSG00000263196
MTND3P15,2,454596,MTND3P15,ENSG00000283940
MTND3P16,2,201553688,MTND3P16,ENSG00000224590
MTND3P17,2,202617284,MTND3P17,ENSG00000233134
MTND3P18,2,131380083,MTND3P18,ENSG00000283865
MTND3P19,5,100051063,MTND3P19,ENSG00000271480
MTND3P2,7,64105995,MTND3P2,ENSG00000230052
MTND3P20,6,153668177,MTND3P20,ENSG00000220733
MTND3P21,1,93924716,MTND3P21,ENSG00000235794
MTND3P22,4,171880,MTND3P22,ENSG00000248946
MTND3P23,9,92110168,MTND3P23,ENSG00000238288
MTND3P24,4,64611308,MTND3P24,ENSG00000249045
MTND3P25,5,134928527,MTND3P25,ENSG00000249192
MTND3P3,4,155456981,MTND3P3,ENSG00000249127
MTND3P4,9,101793756,MTND3P4,ENSG00000230302
MTND3P5,4,25720431,MTND3P5,ENSG00000251353
MTND3P6,3,106896821,MTND3P6,ENSG00000242214
MTND3P7,3,166161119,MTND3P7,ENSG00000240824
MTND3P8,HSCHR1_5_CTG32_1,235542097,MTND3P8,ENSG00000283116
MTND3P9,2,143098829,MTND3P9,ENSG00000227557
MTND4LP1,X,126472728,MTND4LP1,ENSG00000231501
MTND4LP10,3,166160704,MTND4LP10,ENSG00000240084
MTND4LP11,10,33023647,MTND4LP11,ENSG00000234163
MTND4LP12,2,143098417,MTND4LP12,ENSG00000236300
MTND4LP13,2,201214950,MTND4LP13,ENSG00000235318
MTND4LP14,2,120213344,MTND4LP14,ENSG00000243104
MTND4LP16,2,201554096,MTND4LP16,ENSG00000234731
MTND4LP17,2,202617695,MTND4LP17,ENSG00000241221
MTND4LP18,11,81552226,MTND4LP18,ENSG00000254747
MTND4LP19,6,91727159,MTND4LP19,ENSG00000219087
MTND4LP2,7,64105576,MTND4LP2,ENSG00000248315
MTND4LP20,6,153668589,MTND4LP20,ENSG00000220514
MTND4LP21,HSCHR1_5_CTG32_1,235541706,MTND4LP21,ENSG00000282857
MTND4LP22,4,25720030,MTND4LP22,ENSG00000248133
MTND4LP24,16,10723355,MTND4LP24,ENSG00000262259
MTND4LP25,16,49066729,MTND4LP25,ENSG00000260067
MTND4LP26,8,18201205,MTND4LP26,ENSG00000254015
MTND4LP3,3,106896408,MTND4LP3,ENSG00000239632
MTND4LP30,5,134928326,MTND4LP30,ENSG00000198868
MTND4LP31,4,64610909,MTND4LP31,ENSG00000248259
MTND4LP32,7,57169143,MTND4LP32,ENSG00000283481
MTND4LP5,5,100050650,MTND4LP5,ENSG00000270350
MTND4LP7,9,92110575,MTND4LP7,ENSG00000240791
MTND4LP9,3,29797825,MTND4LP9,ENSG00000227795
MTND4P1,13,84520103,MTND4P1,ENSG00000228597
MTND4P10,HSCHR1_5_CTG32_1,235541415,MTND4P10,ENSG00000282824
MTND4P11,1,93923945,MTND4P11,ENSG00000234099
MTND4P12,5,134928036,MTND4P12,ENSG00000247627
MTND4P13,6,153668879,MTND4P13,ENSG00000216713
MTND4P14,9,5107937,MTND4P14,ENSG00000236254
MTND4P15,9,92110865,MTND4P15,ENSG00000227321
MTND4P16,3,106895718,MTND4P16,ENSG00000241787
MTND4P17,3,166160370,MTND4P17,ENSG00000242178
MTND4P18,10,36435174,MTND4P18,ENSG00000228694
MTND4P19,10,94774633,MTND4P19,ENSG00000230338
MTND4P2,7,64105295,MTND4P2,ENSG00000248704
MTND4P20,10,94941121,MTND4P20,ENSG00000233377
MTND4P21,2,131373650,MTND4P21,ENSG00000231777
MTND4P22,2,143098007,MTND4P22,ENSG00000232772
MTND4P23,2,201214660,MTND4P23,ENSG00000225796
MTND4P24,X,126472885,MTND4P24,ENSG00000232177
MTND4P25,2,82814984,MTND4P25,ENSG00000226700
MTND4P26,2,120213631,MTND4P26,ENSG00000234065
MTND4P27,2,130278757,MTND4P27,ENSG00000230548
MTND4P28,2,155311023,MTND4P28,ENSG00000233709
MTND4P29,2,201554384,MTND4P29,ENSG00000249177
MTND4P3,7,68266859,MTND4P3,ENSG00000225959
MTND4P30,2,202617983,MTND4P30,ENSG00000227454
MTND4P31,X,70129071,MTND4P31,ENSG00000235382
MTND4P32,X,102799942,MTND4P32,ENSG00000226056
MTND4P33,14,84172841,MTND4P33,ENSG00000258762
MTND4P34,16,10723068,MTND4P34,ENSG00000262322
MTND4P35,5,100050362,MTND4P35,ENSG00000270906
MTND4P4,7,57169406,MTND4P4,ENSG00000225295
MTND4P5,7,57192695,MTND4P5,ENSG00000227584
MTND4P6,7,117263917,MTND4P6,ENSG00000224042
MTND4P7,8,13353530,MTND4P7,ENSG00000253257
MTND4P8,4,155456411,MTND4P8,ENSG00000248548
MTND4P9,4,25719745,MTND4P9,ENSG00000250050
MTND5P1,21,44475097,MTND5P1,ENSG00000227999
MTND5P10,5,100048785,MTND5P10,ENSG00000271687
MTND5P11,5,134926459,MTND5P11,ENSG00000248923
MTND5P12,5,94567461,MTND5P12,ENSG00000251544
MTND5P13,4,64610532,MTND5P13,ENSG00000250169
MTND5P14,9,5109496,MTND5P14,ENSG00000230225
MTND5P15,3,177011067,MTND5P15,ENSG00000231888
MTND5P16,3,106898889,MTND5P16,ENSG00000243658
MTND5P17,10,36434484,MTND5P17,ENSG00000236626
MTND5P18,1,237951536,MTND5P18,ENSG00000227860
MTND5P19,HSCHR1_5_CTG32_1,235539845,MTND5P19,ENSG00000283014
MTND5P2,13,95692538,MTND5P2,ENSG00000229622
MTND5P20,1,113576899,MTND5P20,ENSG00000238256
MTND5P21,11,11239759,MTND5P21,ENSG00000255123
MTND5P22,2,124680916,MTND5P22,ENSG00000238046
MTND5P23,2,131372075,MTND5P23,ENSG00000235080
MTND5P24,2,143096555,MTND5P24,ENSG00000224852
MTND5P25,2,201213081,MTND5P25,ENSG00000227348
MTND5P26,X,102803041,MTND5P26,ENSG00000234886
MTND5P27,2,82815809,MTND5P27,ENSG00000225045
MTND5P28,2,120215181,MTND5P28,ENSG00000223549
MTND5P29,2,456876,MTND5P29,ENSG00000234934
MTND5P3,13,84521725,MTND5P3,ENSG00000232447
MTND5P30,2,155311697,MTND5P30,ENSG00000233039
MTND5P31,2,201556892,MTND5P31,ENSG00000227841
MTND5P32,15,58152606,MTND5P32,ENSG00000259379
MTND5P33,16,10721464,MTND5P33,ENSG00000261904
MTND5P34,16,55007982,MTND5P34,ENSG00000260147
MTND5P35,14,84173791,MTND5P35,ENSG00000258923
MTND5P4,4,17061878,MTND5P4,ENSG00000251212
MTND5P40,15,46341354,MTND5P40,ENSG00000259593
MTND5P41,8,36279696,MTND5P41,ENSG00000253685
MTND5P42,10,89786610,MTND5P42,ENSG00000283578
MTND5P5,4,101972423,MTND5P5,ENSG00000251149
MTND5P6,7,57170974,MTND5P6,ENSG00000228440
MTND5P7,7,57194257,MTND5P7,ENSG00000230531
MTND5P8,7,112372647,MTND5P8,ENSG00000230999
MTND5P9,4,155454803,MTND5P9,ENSG00000248748
MTND6P1,Y,8363959,MTND6P1,ENSG00000223955
MTND6P10,2,131369785,MTND6P10,ENSG00000227275
MTND6P11,2,143094233,MTND6P11,ENSG00000226839
MTND6P12,X,5169439,MTND6P12,ENSG00000235039
MTND6P13,X,102009046,MTND6P13,ENSG00000234901
MTND6P14,HSCHR1_5_CTG32_1,181112,MTND6P14,ENSG00000283066
MTND6P15,1,237949214,MTND6P15,ENSG00000225723
MTND6P16,4,64608905,MTND6P16,ENSG00000249893
MTND6P17,4,155452526,MTND6P17,ENSG00000249770
MTND6P18,13,95694495,MTND6P18,ENSG00000227714
MTND6P19,8,36278960,MTND6P19,ENSG00000254384
MTND6P2,5,8619104,MTND6P2,ENSG00000250389
MTND6P20,8,46838788,MTND6P20,ENSG00000254156
MTND6P21,21,44472895,MTND6P21,ENSG00000223431
MTND6P22,5,100046450,MTND6P22,ENSG00000270230
MTND6P24,7,112374250,MTND6P24,ENSG00000232922
MTND6P25,11,81556425,MTND6P25,ENSG00000255316
MTND6P29,7,57173283,MTND6P29,ENSG00000283311
MTND6P3,5,94569470,MTND6P3,ENSG00000254132
MTND6P32,X,102806646,MTND6P32,ENSG00000227649
MTND6P33,16,10719833,MTND6P33,ENSG00000262107
MTND6P35,17,22519504,MTND6P35,ENSG00000283879
MTND6P4,5,134924123,MTND6P4,ENSG00000249119
MTND6P5,9,5091093,MTND6P5,ENSG00000227730
MTND6P6,3,106900855,MTND6P6,ENSG00000240034
MTND6P7,2,82818061,MTND6P7,ENSG00000224695
MTND6P8,2,130282606,MTND6P8,ENSG00000248136
MTND6P9,2,155313958,MTND6P9,ENSG00000233248
MTNR1A,4,186555567,MTNR1A,ENSG00000168412
MTNR1B,11,92969651,MTNR1B,ENSG00000134640
MTO1,6,73461578,MTO1,ENSG00000135297
MTOR,1,11262556,MTOR,ENSG00000198793
MTOR-AS1,1,11143898,MTOR-AS1,ENSG00000225602
MTPAP,10,30374448,MTPAP,ENSG00000107951
MTPN,7,135977359,MTPN,ENSG00000105887
MTR,1,236795260,MTR,ENSG00000116984
MTRES1,6,107028199,MTRES1,ENSG00000130349
MTRES1P1,6,154549517,MTRES1P1,ENSG00000220181
MTRES1P2,21,31452466,MTRES1P2,ENSG00000237325
MTREX,5,55307989,MTREX,ENSG00000039123
MTRF1,13,41263577,MTRF1,ENSG00000120662
MTRF1L,6,153002709,MTRF1L,ENSG00000112031
MTRF1LP1,11,113711720,MTRF1LP1,ENSG00000256091
MTRF1LP2,8,4067,MTRF1LP2,ENSG00000224110
MTRFR,12,123233385,MTRFR,ENSG00000130921
MTRR,5,7851186,MTRR,ENSG00000124275
MTSS1,8,124728473,MTSS1,ENSG00000170873
MTSS2,16,70686053,MTSS2,ENSG00000132613
MTTP,4,99564081,MTTP,ENSG00000138823
MTURN,7,30134986,MTURN,ENSG00000180354
MTUS1,8,17801094,MTUS1,ENSG00000129422
MTUS1-DT,8,17801345,MTUS1-DT,ENSG00000253944
MTUS2,13,28820339,MTUS2,ENSG00000132938
MTUS2-AS1,13,29490105,MTUS2-AS1,ENSG00000179141
MTUS2-AS2,13,29250554,MTUS2-AS2,ENSG00000236758
MTX1,1,155208695,MTX1,ENSG00000173171
MTX1LP,HSCHR1_2_CTG31,35998,MTX1LP,ENSG00000263037
MTX2,2,176269395,MTX2,ENSG00000128654
MTX2P1,7,125344969,MTX2P1,ENSG00000234071
MTX3,5,79991262,MTX3,ENSG00000177034
MUC1,1,155192916,MUC1,ENSG00000185499
MUC12,7,100969565,MUC12,ENSG00000205277
MUC12-AS1,7,101064328,MUC12-AS1,ENSG00000227053
MUC13,3,124953819,MUC13,ENSG00000173702
MUC15,11,26572263,MUC15,ENSG00000169550
MUC16,HG2461_PATCH,9010390,MUC16,ENSG00000291738
MUC17,7,101020072,MUC17,ENSG00000169876
MUC19,12,40393395,MUC19,ENSG00000205592
MUC2,HSCHR11_3_CTG1,71614,MUC2,ENSG00000278466
MUC20,HSCHR3_1_CTG3,195726370,MUC20,ENSG00000276583
MUC20-OT1,3,195708726,MUC20-OT1,ENSG00000242086
MUC20P1,3,195614947,MUC20P1,ENSG00000224769
MUC21,HSCHR6_MHC_QBL_CTG1,2238874,MUC21,ENSG00000206463
MUC22,HSCHR6_MHC_COX_CTG1,2266087,MUC22,ENSG00000234063
MUC3A,7,100949534,MUC3A,ENSG00000169894
MUC4,HSCHR3_1_CTG3,3235,MUC4,ENSG00000277585
MUC5AC,HG107_HG2565_PATCH,155427,MUC5AC,ENSG00000291363
MUC5B,11,1223066,MUC5B,ENSG00000117983
MUC5B-AS1,11,1249676,MUC5B-AS1,ENSG00000255177
MUC6,HSCHR11_3_CTG1,1036718,MUC6,ENSG00000277281
MUC7,4,70430492,MUC7,ENSG00000171195
MUCL1,12,54830518,MUCL1,ENSG00000172551
MUCL3,HSCHR6_MHC_COX_CTG1,2196154,MUCL3,ENSG00000232308
MUL1,1,20508151,MUL1,ENSG00000090432
MUPP,9,112962261,MUPP,ENSG00000237906
MUS81,11,65857126,MUS81,ENSG00000172732
MUSK,9,110668779,MUSK,ENSG00000030304
MUSTN1,3,52835019,MUSTN1,ENSG00000272573
MUTYH,1,45340893,MUTYH,ENSG00000132781
MVB12A,19,17405722,MVB12A,ENSG00000141971
MVB12B,9,126326829,MVB12B,ENSG00000196814
MVD,16,88663161,MVD,ENSG00000167508
MVK,12,109573255,MVK,ENSG00000110921
MVP,16,29820394,MVP,ENSG00000013364
MVP-DT,16,29821252,MVP-DT,ENSG00000238045
MX1,21,41420020,MX1,ENSG00000157601
MX1-AS1,21,41445708,MX1-AS1,ENSG00000228318
MX2,21,41361999,MX2,ENSG00000183486
MXD1,2,69897688,MXD1,ENSG00000059728
MXD3,5,177312757,MXD3,ENSG00000213347
MXD4,4,2262109,MXD4,ENSG00000123933
MXI1,10,110207605,MXI1,ENSG00000119950
MXRA5,X,3346652,MXRA5,ENSG00000101825
MXRA5Y,Y,11957208,MXRA5Y,ENSG00000235649
MXRA7,17,76711004,MXRA7,ENSG00000182534
MXRA7P1,2,161341326,MXRA7P1,ENSG00000232320
MXRA8,1,1361777,MXRA8,ENSG00000162576
MYADM,19,53864763,MYADM,ENSG00000179820
MYADM-AS1,19,53870151,MYADM-AS1,ENSG00000228323
MYADM-AS2,19,53876435,MYADM-AS2,ENSG00000232220
MYADML,2,33728260,MYADML,ENSG00000293267
MYADML2,17,81947233,MYADML2,ENSG00000185105
MYB,6,135181308,MYB,ENSG00000118513
MYB-AS1,6,135195995,MYB-AS1,ENSG00000236703
MYBBP1A,17,4555386,MYBBP1A,ENSG00000132382
MYBL1,8,66614247,MYBL1,ENSG00000185697
MYBL2,20,43667019,MYBL2,ENSG00000101057
MYBPC1,12,101568353,MYBPC1,ENSG00000196091
MYBPC2,19,50432892,MYBPC2,ENSG00000086967
MYBPC3,11,47352702,MYBPC3,ENSG00000134571
MYBPH,1,203175826,MYBPH,ENSG00000133055
MYBPHL,1,109307011,MYBPHL,ENSG00000221986
MYC,8,127735434,MYC,ENSG00000136997
MYCBP,1,38873368,MYCBP,ENSG00000214114
MYCBP2,13,77327094,MYCBP2,ENSG00000005810
MYCBP2-AS1,13,77026767,MYCBP2-AS1,ENSG00000236051
MYCBP2-AS2,13,77081190,MYCBP2-AS2,ENSG00000229521
MYCBPAP,17,50508425,MYCBPAP,ENSG00000136449
MYCL,1,39902256,MYCL,ENSG00000116990
MYCL-AS1,1,39882860,MYCL-AS1,ENSG00000236546
MYCLP1,X,107272582,MYCLP1,ENSG00000204053
MYCLP2,X,57934803,MYCLP2,ENSG00000228004
MYCN,2,15940550,MYCN,ENSG00000134323
MYCNOS,2,15943052,MYCNOS,ENSG00000233718
MYCNUT,2,15908664,MYCNUT,ENSG00000223850
MYCT1,6,152697897,MYCT1,ENSG00000120279
MYD88,3,38138552,MYD88,ENSG00000172936
MYDGF,19,4670362,MYDGF,ENSG00000074842
MYEF2,15,48178353,MYEF2,ENSG00000104177
MYEOV,11,69294151,MYEOV,ENSG00000172927
MYF5,12,80716912,MYF5,ENSG00000111049
MYF6,12,80707634,MYF6,ENSG00000111046
MYG1,HG2554_PATCH,23454,MYG1,ENSG00000291835
MYG1-AS1,12,53300583,MYG1-AS1,ENSG00000257605
MYG1P1,2,27897195,MYG1P1,ENSG00000270846
MYH1,17,10518542,MYH1,ENSG00000109061
MYH10,17,8631376,MYH10,ENSG00000133026
MYH11,16,15858438,MYH11,ENSG00000133392
MYH13,17,10373130,MYH13,ENSG00000006788
MYH14,19,50188186,MYH14,ENSG00000105357
MYH15,3,108529322,MYH15,ENSG00000144821
MYH16,7,99272839,MYH16,ENSG00000293560
MYH2,17,10549700,MYH2,ENSG00000125414
MYH3,17,10657309,MYH3,ENSG00000109063
MYH4,17,10469559,MYH4,ENSG00000264424
MYH6,14,23408273,MYH6,ENSG00000197616
MYH7,14,23435660,MYH7,ENSG00000092054
MYH7B,20,34955810,MYH7B,ENSG00000078814
MYH8,17,10421950,MYH8,ENSG00000133020
MYH9,22,36388010,MYH9,ENSG00000100345
MYH9-DT,22,36387774,MYH9-DT,ENSG00000223695
MYHAS,17,10291816,MYHAS,ENSG00000272975
MYL1,2,210315174,MYL1,ENSG00000168530
MYL10,7,101629296,MYL10,ENSG00000106436
MYL11,16,30370934,MYL11,ENSG00000180209
MYL12-AS1,18,3262261,MYL12-AS1,ENSG00000264235
MYL12A,18,3247481,MYL12A,ENSG00000101608
MYL12AP1,8,93849561,MYL12AP1,ENSG00000254387
MYL12B,18,3261479,MYL12B,ENSG00000118680
MYL12BP1,15,42571927,MYL12BP1,ENSG00000260490
MYL12BP2,4,184299640,MYL12BP2,ENSG00000227765
MYL12BP3,6,4533406,MYL12BP3,ENSG00000229596
MYL2,12,111052434,MYL2,ENSG00000111245
MYL3,3,46882178,MYL3,ENSG00000160808
MYL4,17,47200446,MYL4,ENSG00000198336
MYL5,4,673580,MYL5,ENSG00000215375
MYL6,12,56158346,MYL6,ENSG00000092841
MYL6B,12,56152256,MYL6B,ENSG00000196465
MYL6B-AS1,12,56158220,MYL6B-AS1,ENSG00000257809
MYL6BP1,2,208269957,MYL6BP1,ENSG00000228380
MYL6P1,21,43856342,MYL6P1,ENSG00000226543
MYL6P2,21,39488327,MYL6P2,ENSG00000235808
MYL6P3,10,65169869,MYL6P3,ENSG00000227173
MYL6P4,7,141811805,MYL6P4,ENSG00000240677
MYL6P5,HSCHR17_8_CTG4,36461,MYL6P5,ENSG00000275193
MYL7,7,44141332,MYL7,ENSG00000106631
MYL9,20,36541497,MYL9,ENSG00000101335
MYLIP,6,16129086,MYLIP,ENSG00000007944
MYLK,3,123884332,MYLK,ENSG00000065534
MYLK-AS1,3,123584354,MYLK-AS1,ENSG00000239523
MYLK2,20,31819308,MYLK2,ENSG00000101306
MYLK3,16,46790407,MYLK3,ENSG00000140795
MYLK4,6,2770330,MYLK4,ENSG00000145949
MYLKP1,3,75339071,MYLKP1,ENSG00000228868
MYLKP2,HSCHR3_4_CTG2_1,37857,MYLKP2,ENSG00000281246
MYMK,9,133528612,MYMK,ENSG00000187616
MYMX,6,44216926,MYMX,ENSG00000262179
MYNN,3,169773396,MYNN,ENSG00000085274
MYO10,5,16936288,MYO10,ENSG00000145555
MYO15A,17,18108756,MYO15A,ENSG00000091536
MYO15B,17,75587800,MYO15B,ENSG00000266714
MYO16,13,108596152,MYO16,ENSG00000041515
MYO16-AS1,13,109201483,MYO16-AS1,ENSG00000236242
MYO16-AS2,13,109101919,MYO16-AS2,ENSG00000229938
MYO18A,17,29180398,MYO18A,ENSG00000196535
MYO18B,22,25742144,MYO18B,ENSG00000133454
MYO18B-AS1,22,25903247,MYO18B-AS1,ENSG00000231933
MYO19,HSCHR17_7_CTG4,36543435,MYO19,ENSG00000278372
MYO1A,12,57051198,MYO1A,ENSG00000166866
MYO1B,2,191245185,MYO1B,ENSG00000128641
MYO1B-AS1,2,191246251,MYO1B-AS1,ENSG00000227542
MYO1C,17,1492686,MYO1C,ENSG00000197879
MYO1D,17,32877177,MYO1D,ENSG00000176658
MYO1D-DT,17,32876726,MYO1D-DT,ENSG00000236377
MYO1E,15,59372871,MYO1E,ENSG00000157483
MYO1F,19,8577442,MYO1F,ENSG00000142347
MYO1G,7,44979088,MYO1G,ENSG00000136286
MYO1H,12,109347900,MYO1H,ENSG00000174527
MYO3A,10,25934229,MYO3A,ENSG00000095777
MYO3B,2,170178145,MYO3B,ENSG00000071909
MYO3B-AS1,2,170408564,MYO3B-AS1,ENSG00000231898
MYO5A,15,52529132,MYO5A,ENSG00000197535
MYO5B,18,50195164,MYO5B,ENSG00000167306
MYO5BP1,9,41292887,MYO5BP1,ENSG00000274680
MYO5BP2,9,62857208,MYO5BP2,ENSG00000238245
MYO5BP3,9,63762824,MYO5BP3,ENSG00000228656
MYO5C,15,52295804,MYO5C,ENSG00000128833
MYO6,6,75749201,MYO6,ENSG00000196586
MYO7A,11,77128246,MYO7A,ENSG00000137474
MYO7B,2,127535683,MYO7B,ENSG00000169994
MYO9A,15,72118577,MYO9A,ENSG00000066933
MYO9B,19,17075777,MYO9B,ENSG00000099331
MYOC,1,171652688,MYOC,ENSG00000034971
MYOCD,17,12665890,MYOCD,ENSG00000141052
MYOCD-AS1,17,12720153,MYOCD-AS1,ENSG00000227274
MYOCOS,1,171600621,MYOCOS,ENSG00000283683
MYOD1,11,17719571,MYOD1,ENSG00000129152
MYOF,10,93482334,MYOF,ENSG00000138119
MYOG,1,203086012,MYOG,ENSG00000122180
MYOM1,18,3219968,MYOM1,ENSG00000101605
MYOM2,8,228365,MYOM2,ENSG00000036448
MYOM3,1,24112135,MYOM3,ENSG00000142661
MYOM3-AS1,1,24066774,MYOM3-AS1,ENSG00000230703
MYORG,9,34376898,MYORG,ENSG00000164976
MYOSLID,2,207165961,MYOSLID,ENSG00000229647
MYOSLID-AS1,2,207529820,MYOSLID-AS1,ENSG00000223725
MYOT,5,137867858,MYOT,ENSG00000120729
MYOZ1,10,73641474,MYOZ1,ENSG00000177791
MYOZ2,4,119135832,MYOZ2,ENSG00000172399
MYOZ3,5,150660882,MYOZ3,ENSG00000164591
MYOZ3-AS1,5,150672486,MYOZ3-AS1,ENSG00000250309
MYPN,10,68087897,MYPN,ENSG00000138347
MYPOP,19,45902613,MYPOP,ENSG00000176182
MYREM,19,50502014,MYREM,ENSG00000268518
MYRF,11,61752636,MYRF,ENSG00000124920
MYRF-AS1,11,61757677,MYRF-AS1,ENSG00000124915
MYRFL,12,69825227,MYRFL,ENSG00000166268
MYRIP,3,39808914,MYRIP,ENSG00000170011
MYSM1,1,58700090,MYSM1,ENSG00000162601
MYT1,20,60383,MYT1,ENSG00000196132
MYT1L,2,2331664,MYT1L,ENSG00000186487
MYT1L-AS1,2,2319232,MYT1L-AS1,ENSG00000225619
MYZAP,15,57591904,MYZAP,ENSG00000263155
MZB1,5,139390081,MZB1,ENSG00000170476
MZF1,19,58573575,MZF1,ENSG00000099326
MZF1-AS1,19,58558591,MZF1-AS1,ENSG00000267858
MZT1,13,72727629,MZT1,ENSG00000204899
MZT1P1,1,9780822,MZT1P1,ENSG00000271264
MZT1P2,7,139228221,MZT1P2,ENSG00000271404
MZT2A,2,131492743,MZT2A,ENSG00000173272
MZT2B,2,358289,MZT2B,ENSG00000152082
Metazoa_SRP,22,129,Metazoa_SRP,ENSG00000292350
N4BP1,16,48620148,N4BP1,ENSG00000102921
N4BP2,4,40056797,N4BP2,ENSG00000078177
N4BP2L1,13,32428311,N4BP2L1,ENSG00000139597
N4BP2L2,13,32538885,N4BP2L2,ENSG00000244754
N4BP2L2-IT2,13,32509395,N4BP2L2-IT2,ENSG00000281026
N4BP3,5,178113532,N4BP3,ENSG00000145911
N6AMT1,21,28885371,N6AMT1,ENSG00000156239
NAA10,X,153935080,NAA10,ENSG00000102030
NAA11,4,79326061,NAA11,ENSG00000156269
NAA15,4,139301446,NAA15,ENSG00000164134
NAA16,13,41311267,NAA16,ENSG00000172766
NAA20,20,20017310,NAA20,ENSG00000173418
NAA20P1,X,132907575,NAA20P1,ENSG00000227064
NAA25,12,112108796,NAA25,ENSG00000111300
NAA30,14,57390544,NAA30,ENSG00000139977
NAA35,9,85941146,NAA35,ENSG00000135040
NAA38,17,7885238,NAA38,ENSG00000183011
NAA40,11,63938959,NAA40,ENSG00000110583
NAA40P1,6,4189116,NAA40P1,ENSG00000216307
NAA50,3,113746300,NAA50,ENSG00000121579
NAA50P1,HG142_HG150_NOVEL_TEST,56205625,NAA50P1,ENSG00000281819
NAA50P2,3,196528791,NAA50P2,ENSG00000213358
NAA60,16,3443649,NAA60,ENSG00000122390
NAA80,3,50299416,NAA80,ENSG00000243477
NAAA,4,75941013,NAAA,ENSG00000138744
NAALAD2,11,37638,NAALAD2,ENSG00000077616
NAALADL1,11,65058553,NAALADL1,ENSG00000168060
